"User","Start","End","FirstChapter","LastChapter","Days","Dead","Late","Delay"
"Elearuthe",10-04-24,10-04-24,16,16,0,TRUE,FALSE,10
"Elegos-Sirinial-Shamtul",11-01-30,11-01-30,6,6,0,TRUE,TRUE,6
"elej",10-08-02,10-11-20,34,59,110,TRUE,FALSE,0
"ElektrikRage",11-09-05,11-09-07,18,33,2,TRUE,TRUE,1
"Elelith",10-06-26,12-12-22,26,87,910,FALSE,FALSE,NA
"Elem",10-05-03,10-05-03,18,18,0,TRUE,FALSE,5
"Elemental",10-04-21,10-04-21,16,16,0,TRUE,FALSE,10
"ElementIcy",10-06-11,10-06-11,24,24,0,TRUE,FALSE,2
"Elena Forest",11-06-19,11-06-19,11,11,0,TRUE,TRUE,1
"Elena Kansi",10-08-02,10-09-10,32,46,39,TRUE,FALSE,20
"Elendilmir",11-11-19,11-11-19,1,1,0,TRUE,TRUE,0
"Elf Knight",11-10-05,12-03-23,77,80,170,TRUE,TRUE,5
"Elfwyn",10-03-08,10-04-03,5,10,26,TRUE,FALSE,4
"Eli",10-10-01,12-04-05,45,78,552,TRUE,FALSE,4
"EliAndrewC",10-07-04,10-07-04,29,29,0,TRUE,FALSE,6
"elianneE05",11-09-06,11-09-06,76,76,0,TRUE,TRUE,3
"Elibeth-hobbit",11-03-29,11-03-29,12,7,0,TRUE,TRUE,3
"Eli Courtwright",10-10-02,12-04-10,15,84,556,FALSE,FALSE,7
"Elim Garak",12-05-22,12-05-23,85,84,1,FALSE,TRUE,7
"Elisyniac",10-11-24,10-11-24,60,60,0,TRUE,FALSE,5
"Eliza",10-06-29,10-06-29,27,27,0,TRUE,FALSE,7
"Elizabeth",10-09-22,10-09-22,46,46,0,TRUE,FALSE,20
"ElizabethTheWierd",11-06-19,11-06-19,9,9,0,TRUE,TRUE,3
"elizzie",10-11-07,10-11-07,58,58,0,TRUE,FALSE,13
"Ell",10-04-02,10-04-13,9,15,11,TRUE,FALSE,2
"Ella",10-06-12,12-03-27,24,80,654,TRUE,FALSE,5
"Ella Not Lotte",11-12-28,12-03-01,77,21,64,TRUE,TRUE,20
"ElldenStorm",10-03-03,10-03-03,4,4,0,TRUE,FALSE,5
"Elle",11-01-25,11-01-25,68,68,0,TRUE,TRUE,4
"Ellef Jones",11-11-04,11-11-04,1,77,0,TRUE,TRUE,187
"Ellen Kuhfeld",10-08-09,10-08-09,2,2,0,TRUE,FALSE,1
"ElleRoseRyan",12-09-13,12-09-13,16,16,0,TRUE,TRUE,10
"ellesra",10-11-26,11-05-28,61,72,183,TRUE,FALSE,89
"Ellie DC",11-08-01,11-08-01,63,63,0,TRUE,TRUE,36
"Elliot Green",10-03-09,10-04-02,5,9,24,TRUE,FALSE,3
"Elliott",10-11-14,10-11-14,11,6,0,TRUE,FALSE,6
"Ellyanah",10-04-26,10-10-23,17,51,180,TRUE,FALSE,1
"ElNazgir",11-01-09,11-01-09,47,47,0,TRUE,TRUE,10
"ELrants",13-03-07,13-03-07,87,87,0,FALSE,TRUE,NA
"Elric Ward",12-05-13,12-05-13,1,1,0,TRUE,TRUE,0
"Elspet",13-02-27,13-03-12,1,60,13,TRUE,TRUE,5
"ELS-Ramay",12-03-12,12-03-12,78,78,0,TRUE,TRUE,4
"eltanan",12-09-30,12-09-30,85,85,0,FALSE,TRUE,243
"ElTighre",12-04-10,12-04-24,84,45,14,TRUE,TRUE,0
"elusivetruth",12-04-19,12-04-19,85,85,0,FALSE,TRUE,243
"Elynne",12-03-11,12-04-10,78,84,30,FALSE,TRUE,7
"Elz Durden",11-08-21,11-08-28,72,74,7,TRUE,TRUE,3
"emaN",12-02-22,12-02-22,33,33,0,TRUE,TRUE,1
"emanon",10-03-23,12-03-28,7,81,736,TRUE,FALSE,7
"embirsiphonelilathia",10-05-06,10-07-28,17,32,83,TRUE,FALSE,6
"emcee31",11-12-31,13-03-20,10,51,445,TRUE,TRUE,1
"EmeraldWings90",13-01-27,13-01-28,3,35,1,TRUE,TRUE,0
"Emerauldessence",11-02-13,11-02-13,19,19,0,TRUE,TRUE,2
"EmEx",10-11-30,10-11-30,63,63,0,TRUE,TRUE,36
"Emily",12-01-01,12-01-01,77,77,0,TRUE,TRUE,187
"Emily1799",11-05-31,11-05-31,64,64,0,TRUE,TRUE,0
"Emily Drennan",12-11-10,12-11-10,1,1,0,TRUE,TRUE,0
"Emily rose",11-08-31,11-08-31,75,75,0,TRUE,TRUE,3
"Emmapemma",10-11-07,10-11-07,57,57,0,TRUE,FALSE,1
"Emperor Vanquest",10-03-26,10-03-26,8,8,0,TRUE,FALSE,5
"E. M. Pink",10-05-16,10-05-16,1,21,0,TRUE,FALSE,20
"Emress",10-04-29,10-04-29,17,5,0,TRUE,FALSE,9
"emrysmerlin",10-03-14,10-03-14,5,5,0,TRUE,FALSE,9
"En-Cu-Kou",10-11-05,10-11-05,1,1,0,TRUE,FALSE,0
"Endend the Strange",10-04-05,10-04-05,10,10,0,TRUE,FALSE,4
"ender13sfd",10-11-22,10-11-28,13,39,6,TRUE,FALSE,0
"enderverse",10-04-07,10-07-25,11,32,109,TRUE,FALSE,6
"enderwiggin24",12-03-31,12-03-31,81,81,0,TRUE,TRUE,7
"Endless Strategy Games",12-03-12,13-02-28,78,61,353,TRUE,TRUE,2
"EndlessStrategyGames",12-04-10,12-04-10,84,84,0,FALSE,TRUE,7
"endocranium",10-10-03,10-10-03,5,5,0,TRUE,FALSE,9
"Endymion2314",12-03-16,12-04-18,79,85,33,FALSE,TRUE,243
"Enelen",10-04-25,10-05-17,17,21,22,TRUE,FALSE,20
"Enelen - again",10-05-09,10-05-09,20,20,0,TRUE,FALSE,7
"ene who sees",10-03-25,10-03-25,7,7,0,TRUE,FALSE,3
"Enlightener",10-03-31,10-04-24,9,17,24,TRUE,FALSE,8
"ennui deMorte",10-04-18,10-04-25,16,17,7,TRUE,FALSE,8
"Ensiferous",10-08-26,10-08-26,41,41,0,TRUE,FALSE,1
"entity.unknown",10-03-28,10-06-12,8,25,76,TRUE,FALSE,3
"Entropic Specter",10-04-03,12-04-18,10,85,746,FALSE,FALSE,243
"EntropicSpecter",10-03-31,11-05-28,9,72,423,TRUE,FALSE,89
"envyfangirl",12-07-17,12-07-17,5,5,0,TRUE,TRUE,9
"Eona on FictionPress",11-07-19,11-07-19,4,4,0,TRUE,TRUE,5
"Eoph",10-09-02,10-09-02,35,35,0,TRUE,FALSE,0
"Eoril",12-12-16,12-12-16,5,6,0,TRUE,TRUE,6
"EowynsPen",11-06-09,11-06-09,72,72,0,TRUE,TRUE,89
"epain",11-08-03,11-08-03,64,64,0,TRUE,TRUE,0
"Ephemerally Etherel",12-12-18,12-12-18,85,85,0,FALSE,TRUE,243
"EpicFailOnline",12-01-16,12-01-16,1,1,0,TRUE,TRUE,0
"Epicurous",12-03-22,12-03-22,80,80,0,TRUE,TRUE,5
"epicwisdom",12-07-18,12-07-18,30,30,0,TRUE,TRUE,0
"EpitomyofShyness",11-11-09,11-11-09,1,9,0,TRUE,TRUE,3
"Eponymuse",11-08-29,12-04-18,74,85,233,FALSE,TRUE,243
"EpsilonBeta",13-01-05,13-01-05,1,1,0,TRUE,TRUE,0
"eqqplant",11-08-28,11-08-28,73,73,0,TRUE,TRUE,4
"equivalogic",10-11-08,10-11-08,29,29,0,TRUE,FALSE,6
"Eragonsarmy",10-04-24,10-04-24,17,17,0,TRUE,FALSE,8
"Eranak",12-03-23,12-03-28,1,81,5,TRUE,TRUE,7
"ErekLich",11-01-28,11-01-28,69,69,0,TRUE,TRUE,25
"Erezxm",10-03-28,10-11-04,8,56,221,TRUE,FALSE,6
"Ergoemos",10-10-18,10-10-27,1,3,9,TRUE,FALSE,2
"Eri",11-08-29,11-08-29,38,38,0,TRUE,TRUE,0
"eric",11-06-14,11-06-14,72,72,0,TRUE,TRUE,89
"Eric",10-07-03,11-08-27,28,73,420,TRUE,FALSE,4
"Erica",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"Ericd",12-04-16,12-04-16,25,25,0,TRUE,TRUE,3
"Eric Heurtain",11-05-31,11-05-31,27,27,0,TRUE,TRUE,7
"erickmenk",10-05-08,10-05-08,19,19,0,TRUE,FALSE,2
"Eric Schwenke",10-09-28,12-04-06,47,82,556,TRUE,FALSE,1
"erik",10-04-07,10-05-02,11,18,25,TRUE,FALSE,5
"erikalikesfire",12-04-04,12-04-04,82,82,0,TRUE,TRUE,1
"erinacea",12-03-16,12-07-08,39,77,114,TRUE,TRUE,187
"erin-flight",12-03-27,12-03-27,80,80,0,TRUE,TRUE,5
"Eristarisis",10-05-25,10-05-25,5,5,0,TRUE,FALSE,9
"erm",11-12-25,11-12-25,77,77,0,TRUE,TRUE,187
"Eromancer",10-03-11,10-04-02,5,9,22,TRUE,FALSE,3
"EroSlackerMicha",10-03-13,10-04-03,5,10,21,TRUE,FALSE,4
"Erroll",12-03-17,12-03-17,78,78,0,TRUE,TRUE,4
"Erroneously",10-11-12,10-11-12,58,58,0,TRUE,FALSE,13
"Errrrr",10-02-28,10-05-02,1,18,63,TRUE,FALSE,5
"Ersatz Einstein",13-03-22,13-03-22,1,1,0,TRUE,TRUE,0
"Ershistalos",10-03-22,10-04-13,6,15,22,TRUE,FALSE,2
"Eruantalon",11-08-27,11-08-27,73,73,0,TRUE,TRUE,4
"Esahc the Foolish Coyote",11-04-10,11-04-10,5,5,0,TRUE,TRUE,9
"eselle",10-10-04,10-10-04,1,1,0,TRUE,FALSE,0
"eSemmel",10-09-02,12-03-14,42,78,559,TRUE,FALSE,4
"Eshalar",11-09-01,12-04-05,74,82,217,TRUE,TRUE,1
"Eskimo680",10-07-26,10-09-25,32,47,61,TRUE,FALSE,10
"EsperJones",10-03-09,10-07-03,5,28,116,TRUE,FALSE,1
"esran",12-12-16,12-12-21,86,77,5,TRUE,TRUE,187
"Esreque",10-05-27,11-06-05,17,26,374,TRUE,FALSE,11
"Essex",11-09-01,11-09-01,75,75,0,TRUE,TRUE,3
"Essi",12-08-03,12-08-03,3,3,0,TRUE,TRUE,2
"Este",13-04-25,13-04-25,87,87,0,FALSE,TRUE,NA
"estokes",12-04-03,12-04-03,78,78,0,TRUE,TRUE,4
"estrella solitaria",12-03-22,12-04-12,80,84,21,FALSE,TRUE,7
"Esus927",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"etErnALChaOsMaKer",11-09-05,11-09-05,76,76,0,TRUE,TRUE,3
"Eternal Density",11-02-25,11-08-29,70,74,185,TRUE,TRUE,3
"Eternally Pivots",12-10-17,12-10-17,49,49,0,TRUE,TRUE,8
"EternallyPivots",13-04-14,13-05-04,75,11,20,TRUE,TRUE,1
"Eternal Raine",10-03-18,10-05-03,6,18,46,TRUE,FALSE,5
"Ethyrin Kairos",12-09-17,12-09-17,17,17,0,TRUE,TRUE,8
"etimeturner",12-04-03,12-04-03,5,5,0,TRUE,TRUE,9
"Ettlesby",11-02-25,11-02-25,70,70,0,TRUE,TRUE,42
"Euffie",10-08-04,10-08-04,5,5,0,TRUE,FALSE,9
"Eugene Yunak",10-10-06,11-01-16,47,67,102,TRUE,FALSE,11
"Euphemism",10-06-06,11-09-06,22,77,457,TRUE,FALSE,187
"Europec",10-04-01,10-04-01,9,9,0,TRUE,FALSE,3
"ev",11-01-05,11-11-19,65,11,318,TRUE,TRUE,1
"ev11",10-05-10,12-04-04,20,83,695,FALSE,FALSE,6
"Evan Jameson",10-07-19,10-07-19,31,31,0,TRUE,FALSE,15
"EvanWA",11-10-09,11-10-09,77,77,0,TRUE,TRUE,187
"Evan Waffels",12-04-11,12-04-11,84,84,0,FALSE,TRUE,7
"eve",10-07-08,10-07-08,28,28,0,TRUE,FALSE,1
"EveBB",12-08-17,12-08-24,3,85,7,FALSE,TRUE,243
"evelsaint93",10-05-02,10-09-25,18,47,146,TRUE,FALSE,10
"Everettspartisan",11-10-14,12-04-10,77,83,179,FALSE,TRUE,6
"everetza",10-03-31,10-08-22,9,39,144,TRUE,FALSE,0
"Everetza",10-05-09,10-06-06,20,23,28,TRUE,FALSE,4
"Everlasting Purple",12-03-27,12-03-27,81,81,0,TRUE,TRUE,7
"Evermore",11-06-23,11-08-25,72,73,63,TRUE,TRUE,4
"everpresent",10-04-01,10-04-01,9,9,0,TRUE,FALSE,3
"Every Cloud",11-08-26,11-08-26,73,73,0,TRUE,TRUE,4
"everyone",11-08-30,11-08-31,74,74,1,TRUE,TRUE,3
"Evie",12-05-30,12-05-30,5,5,0,TRUE,TRUE,9
"evier",13-01-20,13-01-20,3,3,0,TRUE,TRUE,2
"Evilblaze",10-09-25,10-09-25,46,47,0,TRUE,FALSE,10
"EvilDime",11-06-19,11-06-23,9,26,4,TRUE,TRUE,11
"Evil Genius II",10-08-23,10-08-23,2,2,0,TRUE,FALSE,1
"Evilgoddss",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"Eviline",12-07-21,12-07-21,28,28,0,TRUE,TRUE,1
"Evillevi",11-05-11,11-05-11,1,1,0,TRUE,TRUE,0
"Evil Midnight Lurker",10-08-21,10-08-21,39,39,0,TRUE,FALSE,0
"Evilshroom",10-11-19,10-11-19,32,32,0,TRUE,FALSE,6
"Evlyn",11-01-29,11-01-29,69,69,0,TRUE,TRUE,25
"Evvlashteh",12-02-17,12-02-17,68,68,0,TRUE,TRUE,4
"Ewlinna",11-08-25,11-08-25,73,73,0,TRUE,TRUE,4
"exarnecross",10-09-14,10-09-27,10,47,13,TRUE,FALSE,10
"excelsia",12-03-01,12-04-04,1,83,34,FALSE,TRUE,6
"excentrykemuse",10-08-01,10-08-01,1,2,0,TRUE,FALSE,1
"excessivelyperky",10-03-11,10-03-11,2,2,0,TRUE,FALSE,1
"exillion",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"existenceisrelative",10-07-12,10-07-12,11,13,0,TRUE,FALSE,1
"existenceseven",10-05-10,10-05-10,20,20,0,TRUE,FALSE,7
"Exoteric",10-07-02,10-07-02,1,1,0,TRUE,FALSE,0
"Exotria",10-10-24,11-09-05,1,76,316,TRUE,FALSE,3
"ExtremelyLargeValues225",11-01-26,11-01-26,68,68,0,TRUE,TRUE,4
"eyebox",12-11-30,12-11-30,8,8,0,TRUE,TRUE,5
"Eye Greater Than Three",11-05-12,11-05-12,5,5,0,TRUE,TRUE,9
"eytedrfghjiolhg528ddfxcde",10-03-31,10-04-03,9,10,3,TRUE,FALSE,4
"Ezio",11-08-22,11-08-22,72,72,0,TRUE,TRUE,89
"Ezra",10-11-23,10-11-23,60,60,0,TRUE,FALSE,5
"Ezvir",10-05-12,10-05-12,20,20,0,TRUE,FALSE,7
"f2ty243y34u3u",10-04-14,10-04-14,16,16,0,TRUE,FALSE,10
"F3rn",12-10-29,12-10-29,85,85,0,FALSE,TRUE,243
"FacelessIdol",10-07-09,10-07-09,10,5,0,TRUE,FALSE,9
"facelessman",11-02-24,11-02-24,2,2,0,TRUE,TRUE,1
"FaeBreeze",10-12-29,11-01-28,63,69,30,TRUE,TRUE,25
"Faenea",10-03-08,10-03-08,5,5,0,TRUE,FALSE,9
"FaerieGirl301",10-03-23,10-03-23,7,7,0,TRUE,FALSE,3
"Faerie of Tara",12-04-01,12-04-01,2,6,0,TRUE,TRUE,6
"Faerthurin",11-05-05,11-05-05,4,6,0,TRUE,TRUE,6
"Fairanon",10-09-05,10-09-05,45,45,0,TRUE,FALSE,0
"Fair Representation Rep",12-05-08,12-05-08,11,11,0,TRUE,TRUE,1
"Fairylein",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"Fait Fugit",11-02-20,11-02-20,69,69,0,TRUE,TRUE,25
"faithaholic",10-03-23,12-12-18,7,86,1001,FALSE,FALSE,5
"faithful muse",12-07-20,12-07-20,85,85,0,FALSE,TRUE,243
"Falcon's Jade",11-01-06,12-04-12,65,84,462,FALSE,TRUE,7
"falenas108",10-10-11,11-01-28,1,69,109,TRUE,FALSE,25
"Falling Right Side-Up",10-04-06,10-04-06,10,10,0,TRUE,FALSE,4
"falloutg123",10-11-08,10-11-08,58,58,0,TRUE,FALSE,13
"Fallowsthorn",11-01-23,11-01-25,5,56,2,TRUE,TRUE,6
"falseproffitt",10-03-10,10-04-07,5,11,28,TRUE,FALSE,1
"Faminana",12-04-16,12-04-16,11,6,0,TRUE,TRUE,6
"fan567",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"fanbasher865",10-04-10,10-04-10,1,1,0,TRUE,FALSE,0
"FanBoySalami",11-03-14,12-03-25,70,80,377,TRUE,TRUE,5
"FancyManX",10-07-18,10-07-18,1,1,0,TRUE,FALSE,0
"fancymanX",10-07-31,10-07-31,33,33,0,TRUE,FALSE,1
"Fandom Butterfly",10-03-14,10-04-15,5,16,32,TRUE,FALSE,10
"faneka",10-05-13,10-05-13,20,20,0,TRUE,FALSE,7
"fanfan",10-11-24,10-11-24,60,60,0,TRUE,FALSE,5
"FanFicBias",11-02-28,11-02-28,70,70,0,TRUE,TRUE,42
"FanFiction guy",10-11-29,10-11-29,63,63,0,TRUE,TRUE,36
"Fanfix",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"FangDust99",10-07-30,10-12-28,1,15,151,TRUE,FALSE,2
"Fangren",11-08-28,12-04-04,74,83,220,FALSE,TRUE,6
"fannymjv",13-05-01,13-05-01,1,1,0,TRUE,TRUE,0
"Fantastic111",11-06-12,11-06-12,70,70,0,TRUE,TRUE,42
"Fantastic Nonsense",11-11-23,11-11-23,5,5,0,TRUE,TRUE,9
"F.A.R",10-05-09,10-05-09,20,20,0,TRUE,FALSE,7
"Faranda",10-10-03,11-01-04,6,65,93,TRUE,FALSE,10
"Farelios",10-04-02,10-04-02,9,9,0,TRUE,FALSE,3
"Faria Lyton",11-09-14,11-09-14,29,29,0,TRUE,TRUE,6
"Farsan",10-05-11,10-05-11,19,20,0,TRUE,FALSE,7
"farwalker",10-06-12,11-09-04,25,76,449,TRUE,FALSE,3
"FashionablyHospitable",12-12-20,12-12-20,86,86,0,FALSE,TRUE,5
"Fasor",10-03-26,10-03-26,8,8,0,TRUE,FALSE,5
"Fate'sSkirt",12-07-09,12-07-09,6,6,0,TRUE,TRUE,6
"Fat ppl are harder to kidnap",10-09-15,11-05-27,46,72,254,TRUE,FALSE,89
"faulty limit",11-09-03,11-09-03,76,76,0,TRUE,TRUE,3
"FawfulInsano",11-12-14,11-12-14,9,9,0,TRUE,TRUE,3
"Fawkes Song",10-08-08,10-08-08,5,5,0,TRUE,FALSE,9
"Fayted Eclipse",11-05-18,11-05-18,71,71,0,TRUE,TRUE,52
"fazinmos",12-01-20,12-01-20,77,77,0,TRUE,TRUE,187
"FE96jAFFAR",10-10-23,10-10-23,51,51,0,TRUE,FALSE,1
"fearsomdiety",10-04-05,10-04-05,10,10,0,TRUE,FALSE,4
"FeepingCreature",10-09-12,10-09-12,16,17,0,TRUE,FALSE,8
"fefnir5160",11-05-28,11-05-28,72,72,0,TRUE,TRUE,89
"fefnir5160gmail.com",10-12-13,10-12-13,63,63,0,TRUE,TRUE,36
"Fei",12-11-09,12-11-09,1,1,0,TRUE,TRUE,0
"felix",10-11-24,10-11-24,60,60,0,TRUE,FALSE,5
"Felix",11-09-04,12-03-12,76,78,190,TRUE,TRUE,4
"felix.beier.79",13-03-11,13-03-11,39,39,0,TRUE,TRUE,0
"FelixtheSax",12-07-22,12-07-22,6,6,0,TRUE,TRUE,6
"Female heros",11-02-24,11-02-24,70,70,0,TRUE,TRUE,42
"Fem-Slash Writer13-05",12-12-26,12-12-26,5,5,0,TRUE,TRUE,9
"Fenrir666",11-08-24,13-02-03,1,55,529,TRUE,TRUE,0
"Fenrisulfr774",10-09-06,10-09-06,46,46,0,TRUE,FALSE,20
"Ferius",10-05-10,10-05-10,20,20,0,TRUE,FALSE,7
"fermontie",12-04-29,12-04-29,1,85,0,FALSE,TRUE,243
"ferridder",10-07-10,10-07-10,29,29,0,TRUE,FALSE,6
"Feuer der Nacht",12-12-30,12-12-30,85,85,0,FALSE,TRUE,243
"Fevs94",12-07-19,12-07-19,5,5,0,TRUE,TRUE,9
"Fez8745",10-04-08,10-04-10,11,13,2,TRUE,FALSE,1
"FF8 Squall Lionhart",10-11-16,10-11-16,58,58,0,TRUE,FALSE,13
"FF-loverHP1",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"fhippogriff",10-04-24,10-04-24,6,6,0,TRUE,FALSE,6
"Fhyve",10-12-03,10-12-03,63,63,0,TRUE,TRUE,36
"Fiametta1808",12-08-08,12-08-08,5,5,0,TRUE,TRUE,9
"Fianchetto Peanutbutter",12-04-24,12-04-24,46,46,0,TRUE,TRUE,20
"Fibinaci",10-03-13,10-03-18,5,6,5,TRUE,FALSE,6
"ficlay",12-04-05,12-04-05,78,81,0,TRUE,TRUE,7
"FictionA",10-07-04,10-07-04,11,7,0,TRUE,FALSE,3
"fiddlemath",10-05-17,10-05-17,21,21,0,TRUE,FALSE,20
"fifespice",10-08-07,10-08-07,1,6,0,TRUE,FALSE,6
"FifthBeast55",12-12-23,12-12-23,87,87,0,FALSE,TRUE,NA
"Fimbrethil",12-07-15,12-07-15,79,79,0,TRUE,TRUE,7
"fin42",11-12-04,11-12-04,77,77,0,TRUE,TRUE,187
"Final-Fan",10-07-06,12-04-12,6,84,646,FALSE,FALSE,7
"Finariona",12-04-19,12-12-17,2,86,242,FALSE,TRUE,5
"finite",11-07-16,11-07-16,72,72,0,TRUE,TRUE,89
"Fiorenza",10-05-20,10-05-20,21,21,0,TRUE,FALSE,20
"Firedamaged",11-03-15,11-03-15,17,17,0,TRUE,TRUE,8
"Fire Dolphin",10-03-16,10-03-17,5,6,1,TRUE,FALSE,6
"firedraygon",10-04-10,11-01-24,12,68,289,TRUE,FALSE,4
"firegirl",10-04-17,10-04-18,1,5,1,TRUE,FALSE,9
"firelordeg",10-03-09,10-04-03,5,10,25,TRUE,FALSE,4
"Firepheonix82288",11-12-03,11-12-03,5,5,0,TRUE,TRUE,9
"Firesong's Mirror",12-12-08,12-12-08,1,1,0,TRUE,TRUE,0
"FireSpy",10-04-30,10-04-30,17,17,0,TRUE,FALSE,8
"firstar28",10-03-31,10-04-14,9,16,14,TRUE,FALSE,10
"First-time reviewer",10-10-18,10-10-18,50,50,0,TRUE,FALSE,8
"FishGod",10-04-27,10-05-09,17,20,12,TRUE,FALSE,7
"Fishnet Tights",11-09-04,12-03-15,76,78,193,TRUE,TRUE,4
"fitzmorrispr",11-05-13,11-05-13,63,63,0,TRUE,TRUE,36
"five pounds",10-09-26,12-04-18,47,85,570,FALSE,FALSE,243
"Fizzfaldt",11-06-04,11-06-04,45,45,0,TRUE,TRUE,0
"fkhb",11-02-23,11-02-23,64,64,0,TRUE,TRUE,0
"Flado",12-03-28,12-03-28,81,81,0,TRUE,TRUE,7
"flagamuffin",11-06-17,11-06-17,72,72,0,TRUE,TRUE,89
"flairina",12-03-15,12-03-15,13,13,0,TRUE,TRUE,1
"flamanipulator",11-11-13,11-11-13,5,5,0,TRUE,TRUE,9
"Flamey9371",11-01-26,11-01-26,8,8,0,TRUE,TRUE,5
"Flashx11",10-09-25,12-07-02,47,6,646,TRUE,FALSE,6
"flint02",11-01-30,11-01-30,10,5,0,TRUE,TRUE,9
"Flipnash",11-05-29,11-05-29,1,1,0,TRUE,TRUE,0
"flore66",11-05-19,11-05-19,71,71,0,TRUE,TRUE,52
"Fluphy Ninja",10-06-13,11-08-28,25,74,441,TRUE,FALSE,3
"flyboy321",11-12-28,11-12-28,77,77,0,TRUE,TRUE,187
"FmaFan10",11-05-23,11-05-23,1,9,0,TRUE,TRUE,3
"fmriver",10-07-25,10-07-25,32,32,0,TRUE,FALSE,6
"Fnord",11-12-01,11-12-01,77,77,0,TRUE,TRUE,187
"FoalyWinsForever",12-04-15,12-04-15,5,5,0,TRUE,TRUE,9
"Fogwood",11-03-15,11-03-15,70,70,0,TRUE,TRUE,42
"fohtia",10-12-28,10-12-28,1,1,0,TRUE,TRUE,0
"Fohtia",11-06-09,11-06-09,20,20,0,TRUE,TRUE,7
"Folaan",10-04-28,10-04-28,17,17,0,TRUE,FALSE,8
"Follower of the Truth",12-04-11,12-04-11,84,84,0,FALSE,TRUE,7
"FollowTheButterflies124",12-09-23,12-09-23,11,11,0,TRUE,TRUE,1
"fontgoddess",10-05-02,11-01-28,18,69,271,TRUE,FALSE,25
"foodgoodmovebad",13-05-01,13-05-01,11,11,0,TRUE,TRUE,1
"Fooled",11-08-22,11-08-22,72,72,0,TRUE,TRUE,89
"FoolHardy1729",11-07-19,11-07-19,72,72,0,TRUE,TRUE,89
"foolish-name",12-03-23,12-03-23,80,80,0,TRUE,TRUE,5
"fooloftime",12-03-17,12-03-17,1,1,0,TRUE,TRUE,0
"force42",10-04-02,10-05-02,9,18,30,TRUE,FALSE,5
"foreverhope23",12-04-21,12-04-21,24,24,0,TRUE,TRUE,2
"Foreverhope23",12-04-23,12-04-23,45,45,0,TRUE,TRUE,0
"ForeverMrs.Padfoot",11-09-07,11-09-07,77,77,0,TRUE,TRUE,187
"ForeverQuine",11-05-29,11-05-29,72,72,0,TRUE,TRUE,89
"Forever waiting",12-01-13,12-01-13,77,77,0,TRUE,TRUE,187
"ForgottenGlacial",12-03-25,12-03-25,80,80,0,TRUE,TRUE,5
"ForgottenHale",12-04-04,12-04-04,5,5,0,TRUE,TRUE,9
"forgottenlupin",13-04-21,13-04-21,6,6,0,TRUE,TRUE,6
"ForgottenTales",10-03-27,10-05-15,8,20,49,TRUE,FALSE,7
"FOR KAZAKHSTAN",12-05-27,12-05-27,85,85,0,FALSE,TRUE,243
"Forsake",11-01-21,11-01-29,67,69,8,TRUE,TRUE,25
"forsecondlife",11-06-05,11-06-09,13,40,4,TRUE,TRUE,5
"Fortunata",12-02-15,12-03-16,77,79,30,TRUE,TRUE,7
"Foster",11-02-10,11-02-10,2,2,0,TRUE,TRUE,1
"Foster-the-Wizards",12-04-05,12-04-05,83,83,0,FALSE,TRUE,6
"fotherington",10-10-06,11-01-14,48,67,100,TRUE,FALSE,11
"foudebassan",10-09-26,11-01-04,47,65,100,TRUE,FALSE,10
"FoxyBlues",11-10-09,11-10-11,5,77,2,TRUE,TRUE,187
"foxykitsuneyouko",10-03-12,10-03-12,5,5,0,TRUE,FALSE,9
"fractalman",12-11-03,12-11-05,15,81,2,TRUE,TRUE,7
"FractiousDay",12-08-16,12-08-16,85,85,0,FALSE,TRUE,243
"Fragorl",10-08-23,10-08-23,40,40,0,TRUE,FALSE,5
"Franchezka",13-01-08,13-01-08,24,24,0,TRUE,TRUE,2
"Frank",10-03-19,10-03-27,6,8,8,TRUE,FALSE,5
"Fred",12-01-30,12-03-18,4,62,48,TRUE,TRUE,1
"Fredrich",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"Fredryck",10-09-06,11-01-29,46,69,145,TRUE,FALSE,25
"FredWeasleysFutureWife",10-04-24,10-04-24,17,17,0,TRUE,FALSE,8
"FredxGeorge",11-08-30,11-08-30,73,73,0,TRUE,TRUE,4
"FreelanceBum",11-06-16,12-12-22,16,87,555,FALSE,TRUE,NA
"freeman",10-06-13,10-06-13,25,25,0,TRUE,FALSE,3
"FreezinWinter",12-12-12,12-12-12,4,4,0,TRUE,TRUE,5
"freklz",12-05-28,12-05-28,49,49,0,TRUE,TRUE,8
"Fresh C",11-01-24,12-12-22,68,87,698,FALSE,TRUE,NA
"freya",10-11-17,10-11-17,58,58,0,TRUE,FALSE,13
"Freya",10-11-08,10-11-08,58,58,0,TRUE,FALSE,13
"Freya D",11-01-09,11-01-09,63,63,0,TRUE,TRUE,36
"Frida Degas",11-06-30,11-06-30,64,64,0,TRUE,TRUE,0
"FriedIce",12-12-17,12-12-17,86,86,0,FALSE,TRUE,5
